Date,Product Id,Country,Product Category,Cost Price,Sale Price,Quantity,Cost Price Value,Sales Price Value,Discount,Final Sales Price,Profit
2017-07-23,5,India,Standard,75,145,30,2250,4350,0.1,3915,1665
2017-07-24,8,Nepal,Premium,110,220,35,3850,7700,0.05,7315,3465
2017-07-25,5,China,Standard,75,145,25,1875,3625,0.15,3081,1207
2017-07-26,6,United States,Elite,100,190,45,4500,8550,0.25,6413,1913
2017-07-27,9,Singapore,Premium,125,230,45,5625,10350,0.15,8798,3173
2017-07-28,1,United Kingdom,Standard,60,100,35,2100,3500,0.1,3150,1050
2017-07-29,9,Canada,Premium,125,230,35,4375,8050,0.35,5233,858
2017-07-30,9,United States,Premium,125,230,30,3750,6900,0,6900,3150
2017-07-31,4,Canada,Standard,50,95,30,1500,2850,0.1,2565,1065
2017-08-01,7,United States,Elite,95,165,35,3325,5775,0.15,4909,1584
2017-08-02,3,Singapore,Standard,40,100,30,1200,3000,0.1,2700,1500
2017-08-03,3,Canada,Standard,40,100,25,1000,2500,0.35,1625,625
2017-08-04,1,United States,Standard,60,100,35,2100,3500,0.1,3150,1050
2017-08-05,3,United States,Standard,40,100,30,1200,3000,0.15,2550,1350
2017-08-06,5,India,Standard,75,145,25,1875,3625,0.05,3444,1569
2017-08-07,5,United States,Standard,75,145,45,3375,6525,0.05,6199,2824
2017-08-08,2,United States,Standard,80,135,25,2000,3375,0,3375,1375
2017-08-09,9,United States,Premium,125,230,35,4375,8050,0.05,7648,3273
2017-08-10,7,Netherlands,Elite,95,165,25,2375,4125,0.1,3713,1338
2017-08-11,9,Singapore,Premium,125,230,35,4375,8050,0.1,7245,2870
2017-08-12,3,Singapore,Standard,40,100,30,1200,3000,0.05,2850,1650
2017-08-13,3,Nepal,Standard,40,100,25,1000,2500,0.1,2250,1250
2017-08-14,7,United States,Elite,95,165,35,3325,5775,0.05,5486,2162
2017-08-16,5,United States,Standard,75,145,25,1875,3625,0,3625,1750
2017-08-17,6,United States,Elite,100,190,45,4500,8550,0.05,8123,3623
2017-08-18,5,Canada,Standard,75,145,35,2625,5075,0,5075,2450
2017-08-19,6,United States,Elite,100,190,30,3000,5700,0.1,5130,2130
2017-08-20,9,Singapore,Premium,125,230,25,3125,5750,0.05,5463,2338
2017-08-21,2,United Kingdom,Standard,80,135,35,2800,4725,0.05,4489,1689
2017-08-22,7,India,Elite,95,165,25,2375,4125,0.25,3094,719
2017-08-23,7,Netherlands,Elite,95,165,35,3325,5775,0,5775,2450
2017-08-24,6,Canada,Elite,100,190,40,4000,7600,0.35,4940,940
2017-08-25,4,United States,Standard,50,95,35,1750,3325,0,3325,1575
2017-08-26,6,United States,Elite,100,190,30,3000,5700,0.05,5415,2415
2017-08-27,9,United States,Premium,125,230,25,3125,5750,0,5750,2625
2017-08-28,9,Canada,Premium,125,230,35,4375,8050,0,8050,3675
2017-08-30,9,United States,Premium,125,230,30,3750,6900,0.15,5865,2115
2017-08-31,1,United States,Standard,60,100,35,2100,3500,0.25,2625,525
2017-09-01,3,United States,Standard,40,100,45,1800,4500,0.25,3375,1575
2017-09-02,7,Canada,Elite,95,165,45,4275,7425,0.35,4826,552
2017-09-03,9,Singapore,Premium,125,230,30,3750,6900,0.25,5175,1425
2017-09-04,3,Canada,Standard,40,100,35,1400,3500,0.1,3150,1750
2017-09-05,1,India,Standard,60,100,45,2700,4500,0.35,2925,225
2017-09-06,2,United States,Standard,80,135,25,2000,3375,0.35,2194,194
2017-09-07,10,Singapore,Premium,150,280,35,5250,9800,0,9800,4550
2017-09-08,2,Singapore,Standard,80,135,25,2000,3375,0,3375,1375
2017-09-09,7,United States,Elite,95,165,40,3800,6600,0.05,6270,2470
2017-09-10,6,Canada,Elite,100,190,30,3000,5700,0.35,3705,705
2017-09-11,5,United States,Standard,75,145,25,1875,3625,0.35,2356,482
2017-09-12,1,United Kingdom,Standard,60,100,30,1800,3000,0,3000,1200
2017-09-13,2,China,Standard,80,135,25,2000,3375,0.15,2869,869
2017-09-14,2,United Kingdom,Standard,80,135,45,3600,6075,0,6075,2475
2017-09-15,7,China,Elite,95,165,25,2375,4125,0,4125,1750
2017-09-16,9,United Kingdom,Premium,125,230,25,3125,5750,0.25,4313,1188
2017-09-17,6,China,Elite,100,190,30,3000,5700,0.35,3705,705
2017-09-18,7,Canada,Elite,95,165,35,3325,5775,0.05,5486,2162
2017-09-19,5,Canada,Standard,75,145,30,2250,4350,0,4350,2100
2017-09-20,7,United Kingdom,Elite,95,165,35,3325,5775,0,5775,2450
2017-09-21,9,India,Premium,125,230,35,4375,8050,0.05,7648,3273
2017-09-22,6,Canada,Elite,100,190,35,3500,6650,0,6650,3150
2017-09-23,9,Singapore,Premium,125,230,35,4375,8050,0.1,7245,2870
2017-09-24,10,United States,Premium,150,280,30,4500,8400,0.1,7560,3060
2017-09-25,6,United Kingdom,Elite,100,190,35,3500,6650,0,6650,3150
2017-09-26,7,United States,Elite,95,165,45,4275,7425,0.1,6683,2408
2017-09-27,7,United States,Elite,95,165,35,3325,5775,0.1,5198,1873
2017-09-28,8,Singapore,Premium,110,220,30,3300,6600,0,6600,3300
2017-09-29,2,United States,Standard,80,135,30,2400,4050,0.35,2633,233
2017-09-30,1,United States,Standard,60,100,35,2100,3500,0,3500,1400
2017-10-01,7,United States,Elite,95,165,35,3325,5775,0.15,4909,1584
2017-10-02,6,United States,Elite,100,190,25,2500,4750,0.35,3088,588
2017-10-03,7,India,Elite,95,165,25,2375,4125,0.35,2681,307
2017-10-04,9,Canada,Premium,125,230,40,5000,9200,0.15,7820,2820
2017-10-05,2,United Kingdom,Standard,80,135,45,3600,6075,0.05,5771,2172
2017-10-06,7,United States,Elite,95,165,45,4275,7425,0.35,4826,552
2017-10-07,2,Canada,Standard,80,135,40,3200,5400,0.35,3510,310
2017-10-08,7,Canada,Elite,95,165,25,2375,4125,0.35,2681,307
2017-10-09,3,United States,Standard,40,100,35,1400,3500,0.35,2275,875
2017-10-10,4,United States,Standard,50,95,45,2250,4275,0.05,4061,1812
2017-10-11,6,United States,Elite,100,190,45,4500,8550,0.35,5558,1058
2017-10-12,1,Canada,Standard,60,100,35,2100,3500,0.35,2275,175
2017-10-13,9,United States,Premium,125,230,25,3125,5750,0.1,5175,2050
2017-10-14,7,United States,Elite,95,165,25,2375,4125,0.25,3094,719
2017-10-15,5,United Kingdom,Standard,75,145,35,2625,5075,0.1,4568,1943
2017-10-16,8,United Kingdom,Premium,110,220,30,3300,6600,0,6600,3300
2017-10-17,7,Malaysia,Elite,95,165,35,3325,5775,0,5775,2450
2017-10-18,3,Netherlands,Standard,40,100,35,1400,3500,0.1,3150,1750
2017-10-19,3,India,Standard,40,100,35,1400,3500,0.05,3325,1925
2017-10-20,9,Malaysia,Premium,125,230,30,3750,6900,0.25,5175,1425
2017-10-21,2,Canada,Standard,80,135,25,2000,3375,0,3375,1375
2017-10-22,4,Canada,Standard,50,95,30,1500,2850,0.05,2708,1208
2017-10-23,9,United States,Premium,125,230,35,4375,8050,0.05,7648,3273
2017-10-24,7,Singapore,Elite,95,165,40,3800,6600,0.1,5940,2140
2017-10-25,9,United States,Premium,125,230,45,5625,10350,0.1,9315,3690
2017-10-26,1,India,Standard,60,100,45,2700,4500,0,4500,1800
2017-10-27,8,Malaysia,Premium,110,220,25,2750,5500,0.05,5225,2475
2017-10-28,2,China,Standard,80,135,45,3600,6075,0,6075,2475
2017-10-29,1,Canada,Standard,60,100,35,2100,3500,0.05,3325,1225
2017-10-30,9,United Kingdom,Premium,125,230,45,5625,10350,0,10350,4725
2017-10-31,9,Singapore,Premium,125,230,45,5625,10350,0.05,9833,4208
2017-11-01,7,Canada,Elite,95,165,45,4275,7425,0.1,6683,2408
2017-11-02,1,Singapore,Standard,60,100,25,1500,2500,0,2500,1000
2017-11-03,7,Singapore,Elite,95,165,35,3325,5775,0.35,3754,429
2017-11-04,2,United States,Standard,80,135,40,3200,5400,0.05,5130,1930
2017-11-05,9,Netherlands,Premium,125,230,45,5625,10350,0.1,9315,3690
2017-11-06,7,Singapore,Elite,95,165,25,2375,4125,0,4125,1750
2017-11-08,7,Malaysia,Elite,95,165,40,3800,6600,0.35,4290,490
2017-11-09,1,United States,Standard,60,100,30,1800,3000,0.05,2850,1050
2017-11-10,7,China,Elite,95,165,45,4275,7425,0.35,4826,552
2017-11-11,2,Canada,Standard,80,135,30,2400,4050,0.35,2633,233
2017-11-12,3,Canada,Standard,40,100,25,1000,2500,0.1,2250,1250
2017-11-13,5,Singapore,Standard,75,145,35,2625,5075,0.1,4568,1943
2017-11-14,1,Netherlands,Standard,60,100,35,2100,3500,0,3500,1400
2017-11-15,7,Canada,Elite,95,165,25,2375,4125,0.15,3506,1132
2017-11-16,7,Singapore,Elite,95,165,35,3325,5775,0,5775,2450
2017-11-17,9,India,Premium,125,230,35,4375,8050,0.35,5233,858
2017-11-18,1,United States,Standard,60,100,40,2400,4000,0.1,3600,1200
2017-11-19,6,United States,Elite,100,190,35,3500,6650,0.35,4323,823
2017-11-20,7,United States,Elite,95,165,35,3325,5775,0.25,4331,1007
2017-11-21,7,India,Elite,95,165,30,2850,4950,0,4950,2100
2017-11-22,2,Singapore,Standard,80,135,45,3600,6075,0,6075,2475
2017-11-23,2,Canada,Standard,80,135,35,2800,4725,0.05,4489,1689
2017-11-24,7,Singapore,Elite,95,165,25,2375,4125,0.35,2681,307
2017-11-25,7,Netherlands,Elite,95,165,30,2850,4950,0.05,4703,1853
2017-11-26,5,United States,Standard,75,145,35,2625,5075,0.35,3299,674
2017-11-27,2,United States,Standard,80,135,30,2400,4050,0,4050,1650
2017-11-28,1,United Kingdom,Standard,60,100,25,1500,2500,0.25,1875,375
2017-11-29,6,Singapore,Elite,100,190,30,3000,5700,0,5700,2700
2017-11-30,1,United States,Standard,60,100,45,2700,4500,0.35,2925,225
2017-12-01,10,India,Premium,150,280,35,5250,9800,0.1,8820,3570
2017-12-02,1,United States,Standard,60,100,35,2100,3500,0.1,3150,1050
2017-12-03,6,Singapore,Elite,100,190,40,4000,7600,0,7600,3600
2017-12-04,5,India,Standard,75,145,30,2250,4350,0,4350,2100
2017-12-05,8,United States,Premium,110,220,45,4950,9900,0.05,9405,4455
2017-12-06,2,United States,Standard,80,135,30,2400,4050,0.35,2633,233
2017-12-07,7,Canada,Elite,95,165,45,4275,7425,0.35,4826,552
2017-12-08,10,United States,Premium,150,280,45,6750,12600,0.1,11340,4590
2017-12-09,8,Singapore,Premium,110,220,30,3300,6600,0.1,5940,2640
2017-12-10,5,India,Standard,75,145,40,3000,5800,0.35,3770,770
2017-12-11,7,United States,Elite,95,165,35,3325,5775,0.35,3754,429
2017-12-12,5,India,Standard,75,145,25,1875,3625,0,3625,1750
2017-12-13,9,United States,Premium,125,230,35,4375,8050,0.35,5233,858
2017-12-14,5,United States,Standard,75,145,30,2250,4350,0.1,3915,1665
2017-12-15,7,Canada,Elite,95,165,30,2850,4950,0.1,4455,1605
2017-12-16,9,United States,Premium,125,230,35,4375,8050,0,8050,3675
2017-12-17,9,United Kingdom,Premium,125,230,35,4375,8050,0.35,5233,858
2017-12-18,9,Singapore,Premium,125,230,45,5625,10350,0.35,6728,1103
2017-12-19,6,Singapore,Elite,100,190,30,3000,5700,0,5700,2700
2017-12-20,7,United States,Elite,95,165,25,2375,4125,0,4125,1750
2017-12-21,9,United States,Premium,125,230,35,4375,8050,0.1,7245,2870
2017-12-22,1,United Kingdom,Standard,60,100,30,1800,3000,0.35,1950,150
2017-12-23,9,United States,Premium,125,230,30,3750,6900,0,6900,3150
2017-12-24,7,India,Elite,95,165,40,3800,6600,0.1,5940,2140
2017-12-25,4,Malaysia,Standard,50,95,25,1250,2375,0,2375,1125
2017-12-26,2,United States,Standard,80,135,35,2800,4725,0,4725,1925
2017-12-27,7,United States,Elite,95,165,25,2375,4125,0.15,3506,1132
2017-12-28,3,Canada,Standard,40,100,25,1000,2500,0.35,1625,625
2017-12-29,1,United States,Standard,60,100,40,2400,4000,0.05,3800,1400
2017-12-30,9,Canada,Premium,125,230,30,3750,6900,0,6900,3150
2017-12-31,9,United States,Premium,125,230,40,5000,9200,0,9200,4200
2018-01-01,6,United Kingdom,Elite,100,190,30,3000,5700,0.35,3705,705
2018-01-02,5,United States,Standard,75,145,40,3000,5800,0,5800,2800
2018-01-03,6,United States,Elite,100,190,35,3500,6650,0.35,4323,823
2018-01-04,7,Canada,Elite,95,165,30,2850,4950,0.35,3218,368
2018-01-05,7,Singapore,Elite,95,165,35,3325,5775,0.05,5486,2162
2018-01-06,1,Canada,Standard,60,100,35,2100,3500,0.1,3150,1050
2018-01-07,2,United States,Standard,80,135,25,2000,3375,0.35,2194,194
2018-01-08,9,Singapore,Premium,125,230,40,5000,9200,0,9200,4200
2018-01-09,8,United States,Premium,110,220,40,4400,8800,0.35,5720,1320
2018-01-10,9,India,Premium,125,230,25,3125,5750,0.15,4888,1763
2018-01-11,7,Canada,Elite,95,165,35,3325,5775,0,5775,2450
2018-01-12,8,China,Premium,110,220,45,4950,9900,0.1,8910,3960
2018-01-13,3,Canada,Standard,40,100,25,1000,2500,0.35,1625,625
2018-01-14,10,Canada,Premium,150,280,30,4500,8400,0,8400,3900
2018-01-15,5,Canada,Standard,75,145,40,3000,5800,0.1,5220,2220
2018-01-16,1,United States,Standard,60,100,35,2100,3500,0.15,2975,875
2018-01-17,9,United States,Premium,125,230,30,3750,6900,0,6900,3150
2018-01-18,2,United Kingdom,Standard,80,135,35,2800,4725,0.1,4253,1453
2018-01-19,9,Netherlands,Premium,125,230,35,4375,8050,0.1,7245,2870
2018-01-20,2,Canada,Standard,80,135,35,2800,4725,0.15,4016,1217
2018-01-21,9,Canada,Premium,125,230,35,4375,8050,0.1,7245,2870
2018-01-22,9,United Kingdom,Premium,125,230,30,3750,6900,0.1,6210,2460
2018-01-23,6,Italy,Elite,100,190,35,3500,6650,0,6650,3150
2018-01-24,5,India,Standard,75,145,35,2625,5075,0.05,4821,2197
2018-01-25,9,Canada,Premium,125,230,25,3125,5750,0,5750,2625
2018-01-26,3,United States,Standard,40,100,30,1200,3000,0.1,2700,1500
2018-01-27,7,United States,Elite,95,165,45,4275,7425,0,7425,3150
2018-01-28,5,United States,Standard,75,145,35,2625,5075,0.1,4568,1943
2018-01-29,1,United States,Standard,60,100,25,1500,2500,0.1,2250,750
2018-01-30,7,Netherlands,Elite,95,165,25,2375,4125,0.35,2681,307
2018-01-31,9,India,Premium,125,230,40,5000,9200,0.05,8740,3740
2018-02-01,6,Canada,Elite,100,190,30,3000,5700,0.05,5415,2415
2018-02-02,1,United States,Standard,60,100,45,2700,4500,0.25,3375,675
2018-02-03,6,Canada,Elite,100,190,25,2500,4750,0.35,3088,588
2018-02-04,9,United States,Premium,125,230,45,5625,10350,0.35,6728,1103
2018-02-05,8,United States,Premium,110,220,25,2750,5500,0.05,5225,2475
2018-02-06,9,Canada,Premium,125,230,35,4375,8050,0.35,5233,858
2018-02-07,3,India,Standard,40,100,35,1400,3500,0.35,2275,875
2018-02-08,7,Canada,Elite,95,165,45,4275,7425,0.05,7054,2779
2018-02-09,6,United States,Elite,100,190,35,3500,6650,0,6650,3150
2018-02-10,9,United States,Premium,125,230,40,5000,9200,0,9200,4200
2018-02-11,9,United Kingdom,Premium,125,230,30,3750,6900,0.05,6555,2805
2018-02-12,6,Singapore,Elite,100,190,25,2500,4750,0.05,4513,2013
2018-02-13,1,Singapore,Standard,60,100,25,1500,2500,0.35,1625,125
2018-02-14,7,Malaysia,Elite,95,165,35,3325,5775,0.1,5198,1873
2018-02-15,5,United States,Standard,75,145,25,1875,3625,0,3625,1750
2018-02-16,9,Canada,Premium,125,230,25,3125,5750,0,5750,2625
2018-02-17,1,United States,Standard,60,100,30,1800,3000,0.05,2850,1050
2018-02-18,8,Singapore,Premium,110,220,35,3850,7700,0.35,5005,1155
2018-02-19,3,Brazil,Standard,40,100,30,1200,3000,0.1,2700,1500
2018-02-20,3,United Kingdom,Standard,40,100,30,1200,3000,0.05,2850,1650
2018-02-21,6,China,Elite,100,190,30,3000,5700,0.35,3705,705
2018-02-22,6,United States,Elite,100,190,40,4000,7600,0,7600,3600
2018-02-23,3,United States,Standard,40,100,40,1600,4000,0.15,3400,1800
2018-02-24,4,Malaysia,Standard,50,95,45,2250,4275,0.1,3848,1598
2018-02-25,9,United Kingdom,Premium,125,230,25,3125,5750,0.25,4313,1188
2018-02-26,5,Netherlands,Standard,75,145,35,2625,5075,0.35,3299,674
2018-02-27,7,United States,Elite,95,165,45,4275,7425,0,7425,3150
2018-02-28,1,United States,Standard,60,100,35,2100,3500,0.15,2975,875
2018-03-01,6,Singapore,Elite,100,190,35,3500,6650,0.25,4988,1488
2018-03-02,8,Singapore,Premium,110,220,25,2750,5500,0.1,4950,2200
2018-03-03,9,United States,Premium,125,230,30,3750,6900,0.35,4485,735
2018-03-04,9,Canada,Premium,125,230,35,4375,8050,0.1,7245,2870
2018-03-05,10,United States,Premium,150,280,35,5250,9800,0.1,8820,3570
2018-03-06,9,Singapore,Premium,125,230,30,3750,6900,0,6900,3150
2018-03-07,6,Singapore,Elite,100,190,25,2500,4750,0,4750,2250
2018-03-08,7,Canada,Elite,95,165,30,2850,4950,0.35,3218,368
2018-03-09,9,United States,Premium,125,230,35,4375,8050,0,8050,3675
2018-03-10,8,United States,Premium,110,220,35,3850,7700,0.25,5775,1925
2018-03-11,5,United States,Standard,75,145,25,1875,3625,0,3625,1750
2018-03-12,1,United States,Standard,60,100,30,1800,3000,0.25,2250,450
2018-03-13,5,Canada,Standard,75,145,35,2625,5075,0.05,4821,2197
2018-03-14,7,United States,Elite,95,165,30,2850,4950,0.1,4455,1605
2018-03-15,6,Singapore,Elite,100,190,25,2500,4750,0.25,3563,1063
2018-03-16,5,Canada,Standard,75,145,40,3000,5800,0.15,4930,1930
2018-03-17,4,Netherlands,Standard,50,95,30,1500,2850,0.1,2565,1065
2018-03-18,8,Singapore,Premium,110,220,40,4400,8800,0.05,8360,3960
2018-03-19,5,Canada,Standard,75,145,30,2250,4350,0.35,2828,578
2018-03-20,3,Canada,Standard,40,100,25,1000,2500,0.25,1875,875
2018-03-21,5,United Kingdom,Standard,75,145,35,2625,5075,0.05,4821,2197
2018-03-22,5,United States,Standard,75,145,25,1875,3625,0.1,3263,1388
2018-03-23,5,Singapore,Standard,75,145,45,3375,6525,0.35,4241,867
2018-03-24,4,Canada,Standard,50,95,35,1750,3325,0.25,2494,744
2018-03-25,5,United Kingdom,Standard,75,145,40,3000,5800,0.05,5510,2510
2018-03-26,5,Singapore,Standard,75,145,25,1875,3625,0.35,2356,482
2018-03-27,5,Canada,Standard,75,145,30,2250,4350,0.35,2828,578
2018-03-28,5,Canada,Standard,75,145,30,2250,4350,0.1,3915,1665
2018-03-29,4,United States,Standard,50,95,30,1500,2850,0.1,2565,1065
2018-03-30,9,Singapore,Premium,125,230,25,3125,5750,0.05,5463,2338
2018-03-31,6,Singapore,Elite,100,190,35,3500,6650,0,6650,3150
2018-04-01,6,United Kingdom,Elite,100,190,40,4000,7600,0.05,7220,3220
2018-04-02,2,Singapore,Standard,80,135,45,3600,6075,0.05,5771,2172
2018-04-03,7,United States,Elite,95,165,30,2850,4950,0.1,4455,1605
2018-04-04,9,Singapore,Premium,125,230,35,4375,8050,0,8050,3675
2018-04-05,7,United Kingdom,Elite,95,165,35,3325,5775,0,5775,2450
2018-04-06,2,United States,Standard,80,135,35,2800,4725,0.1,4253,1453
2018-04-07,3,Canada,Standard,40,100,30,1200,3000,0,3000,1800
2018-04-08,9,United States,Premium,125,230,25,3125,5750,0,5750,2625
2018-04-09,9,Canada,Premium,125,230,45,5625,10350,0.05,9833,4208
2018-04-10,7,United States,Elite,95,165,30,2850,4950,0.05,4703,1853
2018-04-11,2,China,Standard,80,135,25,2000,3375,0.05,3206,1207
2018-04-12,6,Singapore,Elite,100,190,40,4000,7600,0.05,7220,3220
2018-04-13,9,United States,Premium,125,230,25,3125,5750,0,5750,2625
2018-04-14,3,United States,Standard,40,100,25,1000,2500,0.05,2375,1375
2018-04-15,10,Canada,Premium,150,280,45,6750,12600,0.1,11340,4590
2018-04-16,3,United States,Standard,40,100,35,1400,3500,0.05,3325,1925
2018-04-17,9,United States,Premium,125,230,35,4375,8050,0.1,7245,2870
2018-04-18,2,Italy,Standard,80,135,40,3200,5400,0.05,5130,1930
2018-04-19,7,India,Elite,95,165,45,4275,7425,0.1,6683,2408
2018-04-20,8,India,Premium,110,220,35,3850,7700,0.35,5005,1155
2018-04-21,7,India,Elite,95,165,25,2375,4125,0.25,3094,719
2018-04-22,7,United States,Elite,95,165,45,4275,7425,0.15,6311,2037
2018-04-23,1,United States,Standard,60,100,45,2700,4500,0,4500,1800
2018-04-24,9,Canada,Premium,125,230,45,5625,10350,0.35,6728,1103
2018-04-25,5,Singapore,Standard,75,145,25,1875,3625,0.35,2356,482
2018-04-26,10,United States,Premium,150,280,25,3750,7000,0,7000,3250
2018-04-27,10,Canada,Premium,150,280,40,6000,11200,0,11200,5200
2018-04-28,5,Italy,Standard,75,145,25,1875,3625,0.35,2356,482
2018-04-29,1,Italy,Standard,60,100,25,1500,2500,0,2500,1000
2018-04-30,9,Canada,Premium,125,230,25,3125,5750,0.1,5175,2050
2018-05-01,9,Singapore,Premium,125,230,35,4375,8050,0.1,7245,2870
2018-05-02,1,United States,Standard,60,100,30,1800,3000,0.15,2550,750
2018-05-03,2,United Kingdom,Standard,80,135,25,2000,3375,0,3375,1375
2018-05-04,4,United Kingdom,Standard,50,95,40,2000,3800,0.1,3420,1420
2018-05-05,2,United States,Standard,80,135,25,2000,3375,0.15,2869,869
2018-05-06,2,Singapore,Standard,80,135,35,2800,4725,0.35,3071,272
2018-05-07,4,Netherlands,Standard,50,95,40,2000,3800,0.05,3610,1610
2018-05-08,5,Singapore,Standard,75,145,25,1875,3625,0,3625,1750
2018-05-09,9,United Kingdom,Premium,125,230,35,4375,8050,0.05,7648,3273
2018-05-10,3,Netherlands,Standard,40,100,40,1600,4000,0.05,3800,2200
2018-05-11,4,Canada,Standard,50,95,45,2250,4275,0.25,3206,957
2018-05-12,7,Singapore,Elite,95,165,30,2850,4950,0.1,4455,1605
2018-05-13,7,Canada,Elite,95,165,25,2375,4125,0.35,2681,307
2018-05-14,7,United Kingdom,Elite,95,165,30,2850,4950,0.05,4703,1853
2018-05-15,4,Canada,Standard,50,95,40,2000,3800,0,3800,1800
2018-05-16,6,Netherlands,Elite,100,190,25,2500,4750,0,4750,2250
2018-05-17,7,Singapore,Elite,95,165,35,3325,5775,0,5775,2450
2018-05-18,6,United States,Elite,100,190,45,4500,8550,0,8550,4050
2018-05-19,2,United States,Standard,80,135,25,2000,3375,0.1,3038,1038
2018-05-20,3,Canada,Standard,40,100,35,1400,3500,0.05,3325,1925
2018-05-21,4,United States,Standard,50,95,25,1250,2375,0.15,2019,769
2018-05-22,2,Singapore,Standard,80,135,25,2000,3375,0.25,2531,532
2018-05-23,1,Singapore,Standard,60,100,35,2100,3500,0.35,2275,175
2018-05-24,9,United Kingdom,Premium,125,230,25,3125,5750,0.1,5175,2050
2018-05-25,3,Canada,Standard,40,100,40,1600,4000,0,4000,2400
2018-05-26,9,Singapore,Premium,125,230,35,4375,8050,0,8050,3675
2018-05-27,9,United Kingdom,Premium,125,230,40,5000,9200,0,9200,4200
2018-05-28,9,China,Premium,125,230,25,3125,5750,0.15,4888,1763
2018-05-29,9,United States,Premium,125,230,40,5000,9200,0.05,8740,3740
2018-05-30,9,United Kingdom,Premium,125,230,35,4375,8050,0.35,5233,858
2018-05-31,4,United States,Standard,50,95,25,1250,2375,0.35,1544,294
2018-06-01,8,Netherlands,Premium,110,220,25,2750,5500,0.05,5225,2475
2018-06-02,6,United States,Elite,100,190,35,3500,6650,0,6650,3150
2018-06-03,6,Singapore,Elite,100,190,35,3500,6650,0.1,5985,2485
2018-06-04,7,United States,Elite,95,165,30,2850,4950,0,4950,2100
2018-06-05,7,Netherlands,Elite,95,165,35,3325,5775,0,5775,2450
2018-06-06,9,United States,Premium,125,230,25,3125,5750,0,5750,2625
2018-06-07,9,Malaysia,Premium,125,230,30,3750,6900,0,6900,3150
2018-06-08,3,Canada,Standard,40,100,40,1600,4000,0.35,2600,1000
2018-06-09,1,Malaysia,Standard,60,100,25,1500,2500,0.35,1625,125
2018-06-10,9,United Kingdom,Premium,125,230,30,3750,6900,0.1,6210,2460
2018-06-11,5,United States,Standard,75,145,25,1875,3625,0.35,2356,482
2018-06-12,7,United States,Elite,95,165,40,3800,6600,0.05,6270,2470
2018-06-13,6,Canada,Elite,100,190,30,3000,5700,0.1,5130,2130
2018-06-14,9,United Kingdom,Premium,125,230,35,4375,8050,0.05,7648,3273
2018-06-15,3,United States,Standard,40,100,35,1400,3500,0.25,2625,1225
2018-06-16,5,Singapore,Standard,75,145,25,1875,3625,0.25,2719,844
2018-06-17,9,United States,Premium,125,230,25,3125,5750,0.05,5463,2338
2018-06-18,9,United States,Premium,125,230,25,3125,5750,0,5750,2625
2018-06-19,9,Netherlands,Premium,125,230,30,3750,6900,0,6900,3150
2018-06-20,7,Italy,Elite,95,165,25,2375,4125,0,4125,1750
2018-06-21,3,Nepal,Standard,40,100,45,1800,4500,0,4500,2700
2018-06-22,8,Canada,Premium,110,220,25,2750,5500,0.05,5225,2475
2018-06-23,7,United States,Elite,95,165,30,2850,4950,0.1,4455,1605
2018-06-24,9,Canada,Premium,125,230,30,3750,6900,0,6900,3150
2018-06-26,7,Netherlands,Elite,95,165,25,2375,4125,0,4125,1750
2018-06-27,5,Canada,Standard,75,145,30,2250,4350,0,4350,2100
2018-06-28,5,Canada,Standard,75,145,35,2625,5075,0.1,4568,1943
2018-06-29,4,Singapore,Standard,50,95,25,1250,2375,0,2375,1125
2018-06-30,9,Singapore,Premium,125,230,30,3750,6900,0.1,6210,2460
2018-07-01,2,Canada,Standard,80,135,45,3600,6075,0.1,5468,1868
2018-07-02,7,United States,Elite,95,165,35,3325,5775,0.1,5198,1873
2018-07-03,8,Nepal,Premium,110,220,30,3300,6600,0.35,4290,990
2018-07-04,2,Nepal,Standard,80,135,25,2000,3375,0.05,3206,1207
2018-07-05,7,United States,Elite,95,165,45,4275,7425,0.05,7054,2779
2018-07-06,6,Singapore,Elite,100,190,45,4500,8550,0,8550,4050
2018-07-07,5,United States,Standard,75,145,35,2625,5075,0.35,3299,674
2018-07-08,3,Singapore,Standard,40,100,35,1400,3500,0.35,2275,875
2018-07-09,9,United States,Premium,125,230,40,5000,9200,0.35,5980,980
2018-07-10,9,United Kingdom,Premium,125,230,30,3750,6900,0,6900,3150
2018-07-11,3,Singapore,Standard,40,100,30,1200,3000,0,3000,1800
2018-07-12,3,United Kingdom,Standard,40,100,25,1000,2500,0.15,2125,1125
2018-07-13,7,United States,Elite,95,165,25,2375,4125,0.35,2681,307
2018-07-14,5,Netherlands,Standard,75,145,35,2625,5075,0.35,3299,674
2018-07-15,2,India,Standard,80,135,35,2800,4725,0.1,4253,1453
2018-07-16,9,Netherlands,Premium,125,230,35,4375,8050,0.1,7245,2870
2018-07-17,7,Canada,Elite,95,165,35,3325,5775,0.15,4909,1584
2018-07-18,1,Canada,Standard,60,100,25,1500,2500,0.15,2125,625
2018-07-19,9,United Kingdom,Premium,125,230,35,4375,8050,0.05,7648,3273
2018-07-20,10,Canada,Premium,150,280,25,3750,7000,0.1,6300,2550
2018-07-21,3,Canada,Standard,40,100,35,1400,3500,0,3500,2100
2018-07-22,7,United Kingdom,Elite,95,165,35,3325,5775,0.35,3754,429
2018-07-23,7,United States,Elite,95,165,30,2850,4950,0.35,3218,368
2018-07-24,7,Singapore,Elite,95,165,35,3325,5775,0.35,3754,429
